"glad
","zadowolony
"
"gas
","gaz
"
"dishevelled
","rozczochrany
"
"wee
","maleńki
"
"slaughtered
","ubój
"
"pictorial-looking
","obrazowo wyglądający
"
"gagged
","zakneblowany
"
"chastiser
","chastiser
"
"dream
","śnić
"
"wring
","ukręcić
"
"figuratively
","w przenośni
"
"eaters
","zjadacze
"
"grab
","chwycić
"
"entries
","wpisy
"
"unsounded
","nieuzasadnione
"
"explains
","wyjaśnia
"
"self-control
","samokontrola
"
"travel
","podróżować
"
"authorities
","władze
"
"intellect
","intelekt
"
"religion
","religia
"
"tiny
","malutki
"
"models
","modele
"
"beasts
","bestie
"
"strike
","strajk
"
"men's
","męskie
"
"wet
","mokry
"
"conceive
","pojąć
"
"evilif
","zły, jeśli
"
"measures
","środki
"
"famine
","głód
"
"april
","kwiecień
"
"panted
","dyszała
"
"switch
","przełącznik
"
"rheumatism
","reumatyzm
"
"confess
","wyznać
"
"sympathies
","sympatie
"
"unimpressible
","niewyobrażalne
"
"billows
","kłęby
"
"palsied
","sparaliżowany
"
"franz
","franz
"
"paintings
","obrazy
"
"dining-room
","jadalnia
"
"bent
","zgięty
"
"broad-brimmed
","z szerokim rondem
"
"unintentionally
","nieumyślnie
"
"plied
","plied
"
"help
","Wsparcie
"
"pleasuresuch
","przyjemności
"
"degradingfor
","poniżające
"
"parterres
","parterres
"
"alarmingly
","alarmująco
"
"oasis
","oaza
"
"dragging
","włóka
"
"dinner-table
","stół do jadalni
"
"candle-light
","światło ze świeczki
"
"posing
","pozowanie
"
"canal
","kanał
"
"monitors
","monitory
"
"vocation
","powołanie
"
"hourly
","cogodzinny
"
"recompense
","nagroda
"
"mischief
","psota
"
"supplying
","dostarczanie
"
"unreliable
","niewiarygodne
"
"swollen
","spuchnięty
"
"thereby
","a tym samym
"
"carriages
","wagony
"
"modier
","modier
"
"wick
","knot
"
"genuine
","prawdziwy
"
"displaced
","wysiedleni
"
"reason
","powód
"
"twelve-month
","rok
"
"choose
","wybierać
"
"control
","kontrola
"
"meek
","cichy
"
"importunate
","natrętny
"
"subscription
","Subskrypcja
"
"fomented
","rozpalony
"
"roommate
","współlokator
"
"gaulle
","gaulle
"
"environed
","otoczone
"
"mothjr
","mothjr
"
"vinegar
","ocet winny
"
"skipped
","pominięty
"
"devotional
","nabożny
"
"childrenyou
","childrenyou
"
"annes
","annes
"
"directionbecause
","kierunek, ponieważ
"
"disparaging
","ubliżający
"
"gross
","obrzydliwy
"
"ambitions
","ambicje
"
"message
","wiadomość
"
"overshadowed
","w cieniu
"
"finally
","Wreszcie
"
"whitewashed
","bielone
"
"tiebut
","tiebut
"
"drastically
","drastycznie
"
"dangerwhere
","niebezpieczeństwo
"
"seared
","podsmażony
"
"appeals
","odwołania
"
"mentholatum
","mentholatum
"
"design
","projekt
"
"ot
","ot
"
"ledermann
","ledermann
"
"of
","z
"
"supplied
","dostarczane
"
"damask-covered
","pokryte adamaszkiem
"
"recipients
","odbiorców
"
"prone
","skłonny
"
"accommodationsall
","noclegi wszystkie
"
"tail
","ogon
"
"answers
","odpowiedzi
"
"faraway
","daleko
"
"expanding
","rozszerza się
"
"booklearned
","booklearned
"
"father's
","ojca
"
"kissing
","całowanie
"
"fragrance
","zapach
"
"wrote
","napisał
"
"ballad
","ballada
"
"accident
","wypadek
"
"sanctifies
","uświęca
"
"bullied
","prześladowany
"
"dacent
","dacent
"
"beauté
","beauté
"
"acquisition
","nabycie
"
"narrator
","narrator
"
"dh
","dh
"
"unchristian
","niechrześcijański
"
"gloom
","mrok
"
"lambso
","lambso
"
"beech
","buk
"
"queenly
","właściwy królowej
"
"toe
","palec u nogi
"
"fragrant
","pachnący
"
"cudgel
","pałka
"
"appreciation
","uznanie
"
"brothershe
","bracia
"
"paleness
","bladość
"
"parlors
","salony
"
"contains
","zawiera
"
"clammy
","lepki
"
"embowered
","zagłębiony
"
"coherently
","spójnie
"
"fluctuations
","wahania
"
"fade
","blaknąć
"
"tummy
","brzuch
"
"youdoes
","youdoes
"
"blesses
","błogosławi
"
"richmerely
","bogato
"
"washed
","umyty
"
"celerity
","skwapliwość
"
"moonlight
","światło księżyca
"
"heals
","leczy
"
"split
","rozdzielać
"
"determinations
","ustalenia
"
"gauzy
","gazowy
"
"loop
","pętla
"
"venom
","jad
"
"instructed
","poinstruowany
"
"entertainment
","zabawa
"
"crease
","marszczyć
"
"upbraided
","zganiony
"
"gluttons
","żarłoków
"
"calculating
","obliczenie
"
"waynonsense
","bezsensowny
"
"waged
","toczony
"
"yond
","tam
"
"wasreplied
","otrzymał odpowiedź
"
"bang
","huk
"
"standards
","standardy
"
"jests
","żarty
"
"high
","wysoki
"
"burden
","obciążenie
"
"briar-rose
","dzikiej róży
"
"airily
","beztrosko
"
"luckier
","szczęśliwszy
"
"bells
","dzwony
"
"clashes
","starcia
"
"clitoris
","łechtaczka
"
"characters
","postacie
"
"distresses
","cierpienia
"
"pith
","miękisz
"
"kocernoot
","kocernoot
"
"gold-wrought
","kute złoto
"
"bitterest
","gorzkie
"
"meoh
","meoh
"
"organize
","zorganizować
"
"sky-light
","świetlik
"
"delightful
","zachwycający
"
"peculiarhe
","osobliwy
"
"other
","inny
"
"meanwhile
","W międzyczasie
"
"somewhere
","gdzieś
"
"filled
","wypełniony
"
"leah
","leah
"
"diamond
","diament
"
"induced
","wywołany
"
"altar
","ołtarz
"
"hole
","otwór
"
"things
","rzeczy
"
"frédéric
","frédéric
"
"calibre
","kaliber
"
"bazaars
","bazary
"
"isa
","jest
"
"plots
","działki
"
"handsomethey
","handsomethey
"
"unscared
","zaniepokojony
"
"sentimental
","sentymentalny
"
"suitcase
","walizka
"
"spoon
","łyżka
"
"accusers
","oskarżyciele
"
"attempts
","próbowanie
"
"tidings
","wiadomości
"
"run
","biegać
"
"scrubbing
","szorowanie
"
"women's
","kobiety
"
"rambling
","pnący
"
"creatures
","stworzenia
"
"hides
","chowa się
"
"water-bottle
","butelka wody
"
"raid
","nalot
"
"thump
","uderzenie
"
"noticing
","zauważając
"
"hidden
","ukryty
"
"visiting
","przyjezdny
"
"babel
","babel
"
"obviousness
","oczywistość
"
"haws
","haws
"
"invitation
","zaproszenie
"
"emiel
","emiel
"
"create
","Stwórz
"
"impertinent
","impertynencki
"
"demon
","Demon
"
"pathos
","patos
"
"redundancy
","nadmierność
"
"terrorfor
","terror dla
"
"reeds
","instrumenty stroikowe
"
"eighteenquite
","osiemnaście
"
"carmine
","karmin
"
"coffee-cups
","filiżanki do kawy
"
"everybody's
","wszyscy
"
"unflattering
","niepochlebny
"
"vermin
","robactwo
"
"alarming
","niepokojące
"
"snappish
","zgryźliwy
"
"nova
","nova
"
"wonderingly
","dziwnie
"
"wagner
","wagner
"
"describenothing
","opisać nic
"
"rued
","zrujnowany
"
"stupidly
","głupio
"
"girl-crazy
","szalona dziewczyna
"
"sticky
","lepki
"
"bellyaching
","brzucha
"
"weatherbeaten
","weatherbeaten
"
"inseparable
","nierozerwalny
"
"enveloped
","otoczona
"
"richest
","najbogatszy
"
"fair
","targi
"
"bettermy
","Bettermy
"
"german
","Niemiecki
"
"twenty-ninth
","dwudziesty dziewiąty
"
"oath
","przysięga
"
"sausage
","kiełbasa
"
"joop
","joop
"
"territories
","terytoria
"
"upheld
","podtrzymane
"
"nudes
","akty
"
"store
","sklep
"
"counterbalance
","przeciwwaga
"
"half-reclining
","półleżący
"
"overthis
","Nad tym
"
"thumped
","uderzył
"
"official
","urzędnik
"
"awaits
","czeka
"
"enticed
","zwabiony
"
"importune
","nagabywać
"
"rearing
","hodowla
"
"treatment
","leczenie
"
"cups
","kubki
"
"busied
","zajęty
"
"repelled
","odparty
"
"drab
","bezbarwny
"
"thusand
","w ten sposób i
"
"ravenous
","wygłodniały
"
"tiptoeing
","chodzenie na palcach
"
"comforterhis
","pocieszyciel
"
"hurricanes
","huragany
"
"hit
","trafienie
"
"thenoff
","koniec
"
"horned
","rogaty
"
"broks
","broki
"
"longshe
","Longshe
"
"driven
","napędzany
"
"discharge
","rozładować się
"
"soccer
","piłka nożna
"
"intimate
","intymny
"
"nicht
","nicht
"
"scream
","krzyk
"
"wakened
","obudzony
"
"likeanywhere
","jak wszędzie
"
"consulting
","ordynacyjny
"
"molested
","molestowany
"
"references
","Bibliografia
"
"fastened
","przytwierdzony
"
"thunderloft
","strych piorunów
"
"forwards
","naprzód
"
"usualjust
","zwykle po prostu
"
"entreat
","błagać
"
"merged
","połączone
"
"brighter
","jaśniejszy
"
"hushed
","uciszony
"
"usually
","zazwyczaj
"
"driving
","napędowy
"
"donor
","dawca
"
"communicates
","komunikuje się
"
"glossily
","błyszcząco
"
"bolder
","odważniejszy
"
"garret
","poddasze
"
"blasphemy
","bluźnierstwo
"
"gallows
","szubienica
"
"stings
","użądlenia
"
"burn
","palić się
"
"organ
","organ
"
"breeches-pocket
","kieszeń na bryczesy
"
"clad
","ubrany
"
"inscription
","napis
"
"sped
","sped
"
"puzzled
","zdziwiony
"
"flap
","klapka
"
"indicate
","wskazać
"
"sternen
","sternen
"
"silly
","głupi
"
"pogroms
","pogromy
"
"repulsive
","odpychający
"
"over
","nad
"
"cradle
","kolebka
"
"sirens
","syreny
"
"throat's
","gardło
"
"hadnt
","hadnt
"
"inherit
","dziedziczyć
"
"pm
","po południu
"
"undergoes
","przechodzi
"
"inferred
","wywnioskowałem
"
"approve
","zatwierdzać
"
"hairdresser
","fryzjer
"
"prestige
","prestiż
"
"disciples
","uczniów
"
"construe
","interpretować
"
"sewedand
","szyte i
"
"revile
","lżyć
"
"hoary
","oszroniony
"
"selfdestruction
","samozniszczenie
"
"discord
","niezgoda
"
"forewarned
","ostrzeżony
"
"regulate
","regulować
"
"paths
","ścieżki
"
"intend
","zamierzać
"
"related
","związane z
"
"line
","linia
"
"theaters
","teatry
"
"coachman
","stangret
"
"beauties
","piękności
"
"alarmed
","zaniepokojony
"
"exception
","wyjątek
"
"bäuerinnen
","bäuerinnen
"
"habitation
","mieszkanie
"
"kleiman
","kleiman
"
"tea-tray
","taca do herbaty
"
"sand-traced
","ślady piasku
"
"pales
","blednie
"
"anymore
","już
"
"aunts
","ciotki
"
"whoever
","ktokolwiek
"
"chasing
","gonić
"
"tales
","opowieści
"
"caen
","caen
"
"approached
","zbliżył się
"
"raging
","wściekły
"
"preliminaries
","czynności wstępne
"
"summits
","szczyty
"
"goof
","głupi
"
"leap
","skok
"
"gunfire
","obstrzał
"
"injure
","zranić
"
"imaginepoor
","imaginepoor
"
"revient
","ożywiony
"
"umpteenth
","po raz czwarty
"
"kaleidoscope
","kalejdoskop
"
"surplice
","komża
"
"intonation
","intonacja
"
"unblighted
","nieskalany
"
"horn-rimmed
","w rogowej oprawie
"
"consideration
","wynagrodzenie
"
"off
","poza
"
"marital
","małżeński
"
"ing
","ing
"
"back
","z powrotem
"
"shelling
","łuskanie
"
"drawing-rooms
","salony
"
"phone
","telefon
"
"furtherance
","dążenie
"
"percentage
","odsetek
"
"simultaneouslywhat
","co jednocześnie
"
"artist-delight
","radość artysty
"
"emperors
","cesarze
"
"ersatz
","namiastka
"
"'quack
","'Kwak
"
"georgewhom
","georgewhom
"
"yourselffor
","twoja sprawa
"
"lessening
","zmniejszający
"
"easter
","święta Wielkanocne
"
"recollections
","wspomnienia
"
"potatoes
","ziemniaki
"
"notwithstanding
","jednakże
"
"grease
","smar
"
"resisting
","oporowy
"
"cane
","trzcinowy
"
"comprehend
","zrozumieć
"
"hang
","powiesić
"
"winethe
","winethe
"
"shyness
","nieśmiałość
"
"despondent
","przygnębiony
"
"seethe
","wrzeć
"
"abounds
","obfituje
"
"copies
","kopie
"
"bluntly
","dosadnie
"
"pasture-fields
","pastwiska
"
"condoled
","kondolencje
"
"steady
","stały
"
"bemoan
","opłakiwać
"
"daythat
","daythat
"
"berlioz
","berlioz
"
"sheepishly
","nieśmiało
"
"self-approbation
","samozatwierdzenie
"
"elevated
","podniesiony
"
"purveyor
","dostawca
"
"heidelberg
","Heidelberg
"
"commodious
","przestronny
"
"surgery
","operacja
"
"absolutely
","absolutnie
"
"benefit
","zasiłek
"
"madam
","Szanowna Pani
"
"corruptible
","przekupny
"
"purified
","oczyszczony
"
"stooping
","przygarbiony
"
"sough
","szum
"
"onus
","odpowiedzialność
"
"bluff
","urwisko
"
"disapprove
","potępiać
"
"pong
","pong
"
"tower-like
","przypominająca wieżę
"
"unchaste
","nieczysty
"
"judith
","Judith
"
"fogies
","mgławice
"
"wales
","Walia
"
"clumsilycontrived
","niezdarny
"
"tougher
","twardszy
"
"firmness
","jędrność
"
"conductress
","konduktorka
"
"dayas
","dayas
"
"knee-deep
","po kolana
"
"tripping
","dreptanie
"
"resulted
","skutkowało
"
"taxes
","podatki
"
"starry
","gwiaździsty
"
"lovemy
","lovemy
"
"shall
","powinien
"
"tool
","narzędzie
"
"haughtily
","wyniośle
"
"catechising
","katechizacja
"
"incalculable
","nieobliczalny
"
"rejoin
","zareplikować
"
"headway
","postępy
"
"conspiracy
","spisek
"
"zionist
","Syjonista
"
"devices
","urządzenia
"
"prefer
","woleć
"
"brazil
","Brazylia
"
"incapacity
","nieudolność
"
"masquerade
","maskarada
"
"exulted
","radował się
"
"candleso
","świece
"
"apparent
","pozorny
"
"achanthis
","achanthis
"
"obese
","otyły
"
"taciturn-looking
","milcząco wyglądający
"
"uninvited
","nieproszony
"
"imparted
","przekazane
"
"behind
","za
"
"appears
","pojawia się
"
"speaking
","mówienie
"
"mind
","umysł
"
"flogged
","chłosta
"
"reputation
","reputacja
"
"unioni
","unioni
"
"pacify
","uspokajać
"
"replies
","odpowiedzi
"
"voiture
","voiture
"
"masses
","szerokie rzesze
"
"leans
","pochyla się
"
"timetable
","rozkład jazdy
"
"indulge
","pobłażać
"
"staying
","przebywający
"
"specified
","określony
"
"quickeningno
","przyspieszenie
"
"cottage
","Chata
"
"we've
","mamy
"
"brim
","rondo
"
"effortto
","wysiłek
"
"jingling
","brzęczenie
"
"decay
","rozkład
"
"interests
","zainteresowania
"
"comparison
","porównanie
"
"pungent
","ostry
"
"literary
","literacki
"
"paradise
","raj
"
"potent
","silny
"
"performance
","występ
"
"dandy
","elegant
"
"redeem
","wykupić
"
"strong
","silny
"
"signifier
","znaczący
"
"strive
","starać się
"
"blots
","plamy
"
"nightdress
","sukienka wieczorowa
"
"teachers
","nauczyciele
"
"ought
","powinien
"
"shirts
","koszule
"
"hazardous
","niebezpieczny
"
"skythis
","skythis
"
"ultimate
","ostateczny
"
"theyll
","theyll
"
"complement
","komplement
"
"ridge
","grzbiet
"
"fellow-soldiers
","żołnierze
"
"housenor
","housenor
"
"skylark
","skowronek
"
"first
","pierwszy
"
"deepest
","najgłębszy
"
"disturbances
","zakłócenia
"
"exodus
","exodus
"
"desires
","pragnienia
"
"gathering
","zebranie
"
"instantly
","natychmiast
"
"furrowed
","rowkowany
"
"evidences
","dowody
"
"obedience
","posłuszeństwo
"
"smitten
","uderzony
"
"attachedmutual
","załącznikmutual
"
"concealment
","ukrywanie
"
"vagrant
","włóczęga
"
"betray
","zdradzać
"
"chambre
","chambre
"
"mirthless
","bezradosny
"
"weather
","pogoda
"
"sophie
","Zofia
"
"blends
","mieszanki
"
"heaving
","falujący
"
"advertised
","reklamowane
"
"remarks
","uwagi
"
"heralds
","heroldowie
"
"augmented
","rozszerzony
"
"source
","źródło
"
"sketched
","naszkicowany
"
"rounding
","zaokrąglenie
"
"knowyou
","znam cię
"
"hatted
","w kapeluszu
"
"unheard-of
","niespotykane
"
"literally
","dosłownie
"
"stair
","schodek
"
"cornice
","gzyms
"
"awfully
","strasznie
"
"cloud-high
","wysokie chmury
"
"idle
","bezczynny
"
"testified
","zeznał
"
"classmates
","koledzy z klasy
"
"flashlight
","latarka
"
"doves
","gołębie
"
"untiring
","niestrudzony
"
"abode
","siedziba
"
"services
","usługi
"
"theoretical
","teoretyczny
"
"weighed
","zważone
"
"waistcoats
","kamizelki
"
"weapon
","broń
"
"various
","różnorodny
"
"donna
","donna
"
"delay
","opóźnienie
"
"necessaries
","niezbędne
"
"puffed
","bufiasty
"
"prerogative
","przywilej
"
"ditchwater
","Ditchwater
"
"execrations
","przekleństwa
"
"fearing
","boją się
"
"skill
","umiejętność
"
"papas
","papas
"
"hockey
","hokej
"
"eccentricity
","ekscentryczność
"
"commonplace
","komunał
"
"rink
","lodowisko
"
"trigonometry
","trygonometria
"
"dem
","dem
"
"irritate
","irytować
"
"stumble
","potknąć się
"
"skyi
","skyi
"
"ata
","ata
"
"lined
","prążkowany
"
"demoniac
","demoniczny
"
"slough
","bagno
"
"fifteenth
","piętnasty
"
"gauging
","pomiar
"
"handwhen
","ręcznie
"
"tinkled
","dzwonił
"
"reconcilement
","pogodzenie
"
"leather
","Skórzany
"
"specimen
","okaz
"
"cn
","cn
"
"obtained
","uzyskane
"
"blasted
","przeklęty
"
"pearl
","Perła
"
"fake
","imitacja
"
"hell
","piekło
"
"isolated
","odosobniony
"
"horseman
","jeździec
"
"butler
","lokaj
"
"backstairs
","backstairs
"
"upholstery
","tapicerka
"
"drunk
","pijany
"
"wood-stained
","barwione w drewnie
"
"thieves
","złodzieje
"
"vii
","vii
"
"medals
","medale
"
"allegiance
","wierność
"
"grape
","winogrono
"
"gist
","sens
"
"workboxes
","skrzynki robocze
"
"brilliantly-lit
","świetnie oświetlony
"
"earthward
","ziemski
"
"crashall
","crashall
"
"gieses
","gieses
"
"forgot
","zapomniałem
"
"ardour
","zapał
"
"outa
","outa
"
"difficulty
","trudność
"
"vulgar
","wulgarny
"
"insurrection
","insurekcja
"
"transferred
","przeniesione
"
"babies
","dzidziusie
"
"less
","mniej
"
"mailman
","listonosz
"
"tiptoed
","na palcach
"
"tricks
","wydziwianie
"
"silk
","jedwab
"
"deserves
","zasługuje
"
"melody
","melodia
"
"longing
","tęsknota
"
"vine-leaves
","liście winorośli
"
"evident
","oczywisty
"
"congregation
","kongregacja
"
"supposing
","jeżeli
"
"qui
","qui
"
"clatters
","klekocze
"
"bills
","rachunki
"
"earthly
","ziemski
"
"concerned
","zaniepokojony
"
"prelude
","preludium
"
"sorrows
","smutki
"
"beengrace
","była łaska
"
"colloquy
","rozmowa
"
"faintest
","najsłabszy
"
"habit
","nawyk
"
"mahogany
","mahoń
"
"patients
","pacjentów
"
"exertion
","wysiłek
"
"melts
","topi się
"
"unreclaimed
","nieodzyskane
"
"snow
","śnieg
"
"longest
","najdłużej
"
"glared
","spojrzał
"
"sew
","szyć
"
"consistenti
","Consisti
"
"deficiencies
","braki
"
"valleys
","doliny
"
"carefully
","ostrożnie
"
"outline
","zarys
"
"cloths
","szmatki
"
"bathroom's
","łazienka
"
"bonne
","bonne
"
"sisterly
","siostrzany
"
"uncertain
","niepewny
"
"gandhi
","gandhi
"
"battlemented
","krenelażowy
"
"retreat
","wycofać się
"
"ha
","ha
"
"pleasantest
","najmilszy
"
"erasers
","gumki
"
"dussel
","dussel
"
"prevailed
","zwyciężył
"
"pertinaciously
","uporczywie
"
"patrimony
","patrymonium
"
"destination
","Miejsce docelowe
"
"clara
","clara
"
"sky-blue
","niebieskie niebo
"
"wednesday
","środa
"
"storeys
","kondygnacje
"
"een
","een
"
"shrink
","kurczyć się
"
"frightens
","przeraża
"
"paused
","wstrzymany
"
"yesterdaywhere
","wczoraj gdzie
"
"sprang
","skoczył
"
"routine
","rutyna
"
"oval
","owalny
"
"jaw
","szczęka
"
"cloakan
","płaszcz
"
"mumble
","bełkot
"
"thorns
","ciernie
"
"liar
","kłamca
"
"dares
","odważy się
"
"picturesque
","malowniczy
"
"warbling
","warbling
"
"end
","koniec
"
"silence
","cisza
"
"boys
","chłopców
"
"golet
","golet
"
"woke
","obudził
"
"jack
","Jacek
"
"lion
","Lew
"
"self-respect
","szacunek do samego siebie
"
"tick
","kleszcz
"
"private
","prywatny
"
"affectionof
","affectionof
"
"ceases
","ustaje
"
"gusts
","porywy
"
"qualifications
","kwalifikacje
"
"dark-blue
","ciemny niebieski
"
"inhabited
","zamieszkany
"
"classroom
","klasa
"
"ball-room
","sala balowa
"
"loose
","luźny
"
"blush
","rumieniec
"
"shaggy
","kudłaty
"
"damped
","wytłumiony
"
"baked
","pieczony
"
"crossed-out
","przekreślony
"
"bust
","popiersie
"
"revenez
","revenez
"
"grain
","ziarno
"
"keep
","trzymać
"
"eleven-fifteen
","jedenasta piętnaście
"
"defrauded
","oszukany
"
"deigned
","raczył
"
"hadn't
","nie
"
"knocks
","pukanie
"
"resembles
","przypomina
"
"likely
","prawdopodobne
"
"field
","pole
"
"four-thirty
","czwarta trzydzieści
"
"naturehe
","naturehe
"
"clergyman
","duchowny
"
"germ
","zalążek
"
"switched
","przełączane
"
"refreshments
","bufet
"
"questioner
","indagator
"
"belted
","z paskiem
"
"duplicity
","dwulicowość
"
"signal
","sygnał
"
"unusualto
","niezwykłe
"
"accidental
","przypadkowy
"
"bar
","bar
"
"childbirth
","poród
"
"walkto
","iść do
"
"steam
","parowy
"
"heartswhen
","serca, kiedy
"
"one
","jeden
"
"bridle-path
","ścieżka uzdowa
"
"wars
","wojny
"
"peninsula
","półwysep
"
"accordingly
","odpowiednio
"
"formless
","bezkształtny
"
"declaimed
","zdeklarowany
"
"pot
","garnek
"
"trap
","pułapka
"
"by-and-bye
","by-and-bye
"
"moth
","ćma
"
"rashly
","lekkomyślnie
"
"daan's
","daan's
"
"orpheus
","orfeusz
"
"hideously
","paskudnie
"
"unconsecrated
","niekonsekrowany
"
"timefor
","czas na
"
"hardens
","twardnieje
"
